user,day,numdistinctRecipientsDay,numdistinctRecipientsNight,numinternalRecipientsDay,numinternalRecipientsNight
DSJ1384,2010-01-12,14,4,5,1
DSM1286,2010-01-12,15,0,5,0
DSM2400,2010-01-12,2,10,0,2
DSM3954,2010-01-12,4,0,1,0
DSN3186,2010-01-12,21,0,5,0
DSR3787,2010-01-12,29,7,8,1
DTA2223,2010-01-12,2,0,1,0
DTC2566,2010-01-12,2,22,1,7
DTG1294,2010-01-12,8,13,2,4
DTH1333,2010-01-12,12,0,3,0
DTL2891,2010-01-12,34,0,10,0
DTT1716,2010-01-12,25,0,7,0
DTU3804,2010-01-12,0,7,0,3
DTW1276,2010-01-12,9,15,2,6
DTW3549,2010-01-12,5,17,1,5
DWB0238,2010-01-12,11,15,4,5
DWB0865,2010-01-12,2,0,1,0
DWB3085,2010-01-12,12,0,9,0
DWB3415,2010-01-12,34,0,8,0
DWC2994,2010-01-12,27,9,7,2
DWD2621,2010-01-12,17,11,4,2
DWF2268,2010-01-12,28,0,9,0
DWK2099,2010-01-12,11,8,4,5
DWY3973,2010-01-12,0,5,0,1
DXM2433,2010-01-12,13,14,3,5
DYH0315,2010-01-12,0,14,0,2
DZG0889,2010-01-12,6,0,0,0
DZW0126,2010-01-12,17,0,5,0
EAB2522,2010-01-12,15,15,2,3
EAH1653,2010-01-12,31,0,6,0
EAH2882,2010-01-12,0,24,0,4
EAH3107,2010-01-12,20,0,6,0
EAH3550,2010-01-12,17,0,3,0
EAL3873,2010-01-12,10,16,2,6
EAM1432,2010-01-12,16,6,4,2
EAM3642,2010-01-12,2,0,1,0
EAP1555,2010-01-12,0,2,0,1
EBC3242,2010-01-12,12,8,3,0
EBD2562,2010-01-12,9,16,3,3
EBH1882,2010-01-12,20,3,2,2
ECA0976,2010-01-12,6,5,2,1
ECA1221,2010-01-12,6,9,5,2
ECB1341,2010-01-12,14,0,6,0
ECB1683,2010-01-12,5,7,1,2
ECM3591,2010-01-12,15,4,5,0
ECS3353,2010-01-12,23,17,7,6
EDF2361,2010-01-12,11,0,1,0
EDJ1970,2010-01-12,7,12,5,1
EDP1880,2010-01-12,9,11,2,3
EDV1427,2010-01-12,13,12,2,3
EEC3193,2010-01-12,11,0,5,0
EEH0965,2010-01-12,28,0,14,0
EFC1153,2010-01-12,13,0,7,0
EFJ1685,2010-01-12,13,0,1,0
EGB3624,2010-01-12,0,2,0,0
EGC0931,2010-01-12,2,6,0,2
EGG3374,2010-01-12,13,22,1,2
EGP2104,2010-01-12,7,11,3,3
EHB0942,2010-01-12,11,0,1,0
EHD0024,2010-01-12,11,0,10,0
EHD1744,2010-01-12,27,0,10,0
EHV1237,2010-01-12,18,0,8,0
EHW2450,2010-01-12,14,7,6,0
EID1076,2010-01-12,18,0,3,0
EIF1865,2010-01-12,27,0,5,0
EIH0064,2010-01-12,20,0,5,0
EIR1046,2010-01-12,13,12,4,2
EIY2749,2010-01-12,12,4,8,1
EJB1263,2010-01-12,11,0,6,0
EJG0833,2010-01-12,3,2,2,0
EJG1655,2010-01-12,29,0,13,0
EJH2799,2010-01-12,6,0,1,0
EJL1075,2010-01-12,11,9,3,3
EJM2690,2010-01-12,21,0,8,0
EJP2315,2010-01-12,3,0,2,0
EJP2975,2010-01-12,7,6,2,1
EJS1338,2010-01-12,21,0,5,0
EKB0825,2010-01-12,4,10,1,7
EKB3828,2010-01-12,7,0,2,0
EKC3706,2010-01-12,5,0,0,0
EKH0934,2010-01-12,9,0,1,0
EKH2084,2010-01-12,0,12,0,6
EKK0503,2010-01-12,26,0,6,0
EKM0863,2010-01-12,0,6,0,0
EKN3760,2010-01-12,0,12,0,2
EKS3724,2010-01-12,31,7,7,2
EKV3321,2010-01-12,0,6,0,0
ELB0033,2010-01-12,14,13,6,4
ELB3697,2010-01-12,4,0,1,0
ELC1833,2010-01-12,16,0,5,0
ELR1140,2010-01-12,26,0,6,0
ELW1413,2010-01-12,0,17,0,5
EMC2757,2010-01-12,10,0,0,0
EMC3609,2010-01-12,15,7,6,1
EMH1957,2010-01-12,11,10,3,5
EMK3809,2010-01-12,8,5,3,0
EMO0159,2010-01-12,16,4,6,1
EMO2120,2010-01-12,19,2,7,1
EMR3880,2010-01-12,17,0,6,0
EMS1736,2010-01-12,23,0,9,0
ENH3969,2010-01-12,2,0,1,0
ENM2269,2010-01-12,15,16,7,6
ENR1304,2010-01-12,9,5,5,1
ENS1748,2010-01-12,31,0,10,0
EPC3889,2010-01-12,4,21,0,4
EPH2834,2010-01-12,0,5,0,1
EPI3052,2010-01-12,11,14,3,3
EPM3878,2010-01-12,2,19,1,6
EPW3971,2010-01-12,0,2,0,1
EQT0195,2010-01-12,22,0,9,0
ERA0725,2010-01-12,6,0,3,0
ERC1840,2010-01-12,14,2,4,2
ERD1235,2010-01-12,24,6,7,1
ERF2472,2010-01-12,14,2,6,0
ERG3905,2010-01-12,17,0,3,0
ERH0815,2010-01-12,10,6,8,2
ERO2454,2010-01-12,19,0,7,0
ESB2629,2010-01-12,22,0,8,0
ESB2888,2010-01-12,31,0,9,0
ESH1283,2010-01-12,19,0,4,0
ESH2077,2010-01-12,18,0,6,0
ESN2683,2010-01-12,0,14,0,9
ESS3318,2010-01-12,6,0,0,0
ESS3341,2010-01-12,3,0,1,0
ETA0791,2010-01-12,0,17,0,8
ETB0828,2010-01-12,12,7,5,1
ETB0950,2010-01-12,32,0,9,0
ETG2821,2010-01-12,2,0,0,0
ETM2542,2010-01-12,17,5,4,2
EUC1051,2010-01-12,18,6,3,0
EUH0257,2010-01-12,22,0,10,0
EUV1842,2010-01-12,18,2,3,1
EVF1722,2010-01-12,32,0,8,0
EVO1522,2010-01-12,2,0,1,0
EYD2871,2010-01-12,2,0,1,0
EZB3892,2010-01-12,11,13,2,7
EZP3568,2010-01-12,10,0,1,0
FAD3114,2010-01-12,22,0,7,0
FAH1566,2010-01-12,0,2,0,0
FAH1851,2010-01-12,0,13,0,10
FAJ0523,2010-01-12,21,0,8,0
FAJ3101,2010-01-12,15,0,7,0
FAJ3608,2010-01-12,24,3,6,0
FAL1867,2010-01-12,20,2,7,1
FAP0199,2010-01-12,0,16,0,8
FAR2869,2010-01-12,3,0,0,0
FAW1969,2010-01-12,9,6,4,2
FBD2277,2010-01-12,27,0,10,0
FBM3728,2010-01-12,0,30,0,7
FBY1064,2010-01-12,12,11,2,2
FCB0563,2010-01-12,20,0,6,0
FCE0695,2010-01-12,6,23,1,5
FCK3307,2010-01-12,0,2,0,1
FCM2190,2010-01-12,5,0,0,0
FCM3792,2010-01-12,29,5,8,1
FCM3926,2010-01-12,3,0,1,0
FCS1128,2010-01-12,16,0,4,0
FCS2824,2010-01-12,0,6,0,1
FCY1157,2010-01-12,13,5,5,1
FCY1819,2010-01-12,10,11,4,2
FDD1052,2010-01-12,20,0,4,0
FDD3893,2010-01-12,12,14,1,2
FDF2135,2010-01-12,17,0,7,0
FDF3743,2010-01-12,8,0,0,0
FDH0299,2010-01-12,5,0,1,0
FDM1933,2010-01-12,14,5,5,2
FDS0810,2010-01-12,22,0,7,0
FDT0213,2010-01-12,0,15,0,6
FDV1224,2010-01-12,11,13,2,4
FES3442,2010-01-12,8,0,3,0
FFP2270,2010-01-12,31,3,10,0
FFP3169,2010-01-12,19,0,6,0
FGC0114,2010-01-12,18,0,5,0
FGG3666,2010-01-12,2,0,1,0
FGH1958,2010-01-12,16,5,6,2
FGK1026,2010-01-12,14,10,5,4
FGN0375,2010-01-12,29,0,6,0
FGS3275,2010-01-12,5,0,1,0
FHA3387,2010-01-12,4,8,0,1
FHM2067,2010-01-12,6,13,3,2
FJA1848,2010-01-12,0,12,0,2
FJC2198,2010-01-12,4,0,1,0
FJO1828,2010-01-12,16,2,4,1
FKA0393,2010-01-12,10,0,2,0
FKD2779,2010-01-12,4,0,1,0
FKH0804,2010-01-12,10,7,2,3
FKJ1521,2010-01-12,5,0,1,0
FKM1622,2010-01-12,0,10,0,1
FKR3316,2010-01-12,5,0,1,0
FKS0094,2010-01-12,33,0,14,0
FLS0231,2010-01-12,8,0,3,0
FMC1002,2010-01-12,26,0,7,0
FMN0013,2010-01-12,17,6,3,2
FMR0920,2010-01-12,29,0,8,0
FMS3285,2010-01-12,2,0,0,0
FMT2152,2010-01-12,17,3,5,2
FNB1512,2010-01-12,2,0,1,0
FNM1482,2010-01-12,20,0,7,0
FNM2124,2010-01-12,12,5,8,0
FNR0635,2010-01-12,22,0,6,0
FNW3564,2010-01-12,18,3,5,0
FPL3129,2010-01-12,4,10,1,7
FPM2074,2010-01-12,9,19,2,4
FPV3755,2010-01-12,7,3,2,0
FQG2974,2010-01-12,10,0,2,0
FQL3629,2010-01-12,6,0,1,0
FRB3653,2010-01-12,0,2,0,1
FRG1576,2010-01-12,2,0,1,0
FRM3431,2010-01-12,27,13,8,4
FSM0056,2010-01-12,10,0,6,0
FTF1665,2010-01-12,21,0,13,0
FTS0246,2010-01-12,28,7,7,3
FVK1623,2010-01-12,10,0,2,0
FVR0881,2010-01-12,0,2,0,1
FXD3105,2010-01-12,11,16,1,3
FYP1187,2010-01-12,19,0,5,0
FZB3046,2010-01-12,2,18,0,7
FZM0318,2010-01-12,11,10,2,5
FZS0969,2010-01-12,10,0,2,0
FZW2101,2010-01-12,18,0,7,0
GAA3681,2010-01-12,2,0,0,0
GAB1206,2010-01-12,4,12,2,2
GAB1885,2010-01-12,19,0,6,0
GAB3758,2010-01-12,13,0,3,0
GAC2529,2010-01-12,20,0,5,0
GAF2480,2010-01-12,18,0,8,0
GAH0525,2010-01-12,19,0,6,0
GAH1760,2010-01-12,3,24,0,6
GAN1584,2010-01-12,14,17,5,6
GAP0715,2010-01-12,17,7,3,2
GAW0808,2010-01-12,2,17,0,6
GBB3816,2010-01-12,7,0,1,0
GBC0907,2010-01-12,32,0,8,0
GBH1126,2010-01-12,16,3,2,0
GBJ3604,2010-01-12,26,0,5,0
GCB0201,2010-01-12,8,0,2,0
GCD1189,2010-01-12,12,0,4,0
GCH0735,2010-01-12,18,4,7,0
GCJ0831,2010-01-12,16,0,4,0
GCK2071,2010-01-12,5,12,0,7
GCL1782,2010-01-12,0,18,0,6
GCM0813,2010-01-12,15,0,6,0
GCM1580,2010-01-12,4,0,1,0
GCN1743,2010-01-12,13,17,4,6
GCP2425,2010-01-12,17,10,3,0
GCR2597,2010-01-12,19,0,8,0
GCS2218,2010-01-12,0,6,0,1
GCT3750,2010-01-12,9,0,2,0
GDB2960,2010-01-12,23,15,5,3
GDF3524,2010-01-12,21,4,5,1
GDG2354,2010-01-12,8,5,1,1
GDH0108,2010-01-12,0,17,0,6
GDH2500,2010-01-12,20,0,7,0
GDH3546,2010-01-12,19,8,2,2
GDM3835,2010-01-12,35,0,9,0
GDM3960,2010-01-12,2,0,1,0
GDP1856,2010-01-12,19,0,4,0
GDR1066,2010-01-12,12,10,6,3
GDS3165,2010-01-12,20,0,9,0
GDY2724,2010-01-12,16,12,6,2
GEB3079,2010-01-12,3,17,2,5
GEB3975,2010-01-12,0,5,0,0
GEG2093,2010-01-12,18,3,4,0
GEH0420,2010-01-12,8,0,2,0
GEH3406,2010-01-12,0,11,0,3
GEK3441,2010-01-12,10,0,3,0
GER1997,2010-01-12,8,14,4,5
GES2626,2010-01-12,23,0,5,0
GFB1385,2010-01-12,17,2,6,0
GFJ2582,2010-01-12,21,6,4,1
GFK3498,2010-01-12,20,0,13,0
GFP2144,2010-01-12,15,2,4,0
GFV3163,2010-01-12,16,2,5,1
GGB3663,2010-01-12,2,0,1,0
GGH1726,2010-01-12,31,9,8,2
GGM3737,2010-01-12,31,0,6,0
GHD1450,2010-01-12,20,0,9,0
GHM3953,2010-01-12,3,0,0,0
GHT3177,2010-01-12,13,7,4,3
GIB0207,2010-01-12,35,0,8,0
GIH0882,2010-01-12,0,2,0,0
GIM0786,2010-01-12,6,20,0,2
GIS1668,2010-01-12,24,0,10,0
GIT2266,2010-01-12,20,16,6,3
GJB0850,2010-01-12,0,2,0,0
GJB2659,2010-01-12,20,0,5,0
GJD1141,2010-01-12,19,0,4,0
GJG0170,2010-01-12,40,0,16,0
GJG0852,2010-01-12,2,0,0,0
GJG1087,2010-01-12,19,0,5,0
GJM0065,2010-01-12,17,0,3,0
GJM0838,2010-01-12,0,2,0,1
GJM2800,2010-01-12,4,0,1,0
GJO3614,2010-01-12,0,2,0,1
GJS0160,2010-01-12,15,12,7,3
GJS0494,2010-01-12,19,4,3,1
GJS3352,2010-01-12,20,14,6,3
GJT1292,2010-01-12,10,0,3,0
GKA3690,2010-01-12,2,0,1,0
GKB1150,2010-01-12,16,0,6,0
GKB2807,2010-01-12,2,0,1,0
GKG2763,2010-01-12,0,16,0,3
GKG3414,2010-01-12,30,0,10,0
GKH1634,2010-01-12,4,0,3,0
GKK2422,2010-01-12,18,4,9,4
GKL0006,2010-01-12,31,14,10,4
GKL1516,2010-01-12,0,5,0,1
GKN0168,2010-01-12,19,11,6,3
GKW2306,2010-01-12,0,11,0,1
GLB0419,2010-01-12,36,0,6,0
GLC3495,2010-01-12,24,0,10,0
GLF0226,2010-01-12,35,0,13,0
GLG1573,2010-01-12,2,0,1,0
GLM3106,2010-01-12,19,0,8,0
GLM3450,2010-01-12,6,7,1,1
GLN2107,2010-01-12,0,15,0,6
GLR3888,2010-01-12,14,0,7,0
GLS1193,2010-01-12,12,6,4,3
GMA1698,2010-01-12,4,3,2,0
GMB3703,2010-01-12,5,0,1,0
GMC0953,2010-01-12,31,0,12,0
GMC1209,2010-01-12,24,4,7,1
GMF1213,2010-01-12,17,2,4,0
GMH2027,2010-01-12,9,9,5,3
GMI1134,2010-01-12,10,5,2,2
GMK1449,2010-01-12,22,0,7,0
GMM0224,2010-01-12,4,14,0,3
GMY3938,2010-01-12,2,0,0,0
GNA0183,2010-01-12,16,0,8,0
GNB3337,2010-01-12,2,0,1,0
GNC2237,2010-01-12,0,2,0,1
GND1618,2010-01-12,10,0,1,0
GNE1365,2010-01-12,15,6,6,2
GNG2362,2010-01-12,11,0,1,0
GNG2812,2010-01-12,2,0,0,0
GNH1735,2010-01-12,31,7,9,2
GNT0221,2010-01-12,5,22,0,4
GNW3891,2010-01-12,21,0,8,0
GOB3528,2010-01-12,16,6,7,1
GOG3939,2010-01-12,2,0,0,0
GOM0090,2010-01-12,12,10,3,5
GOR0861,2010-01-12,6,0,1,0
GPB2691,2010-01-12,10,14,1,6
GPD3917,2010-01-12,2,0,1,0
GPL1911,2010-01-12,23,0,8,0
GRA0329,2010-01-12,9,12,4,2
GRG3005,2010-01-12,20,0,13,0
GRL2886,2010-01-12,28,0,13,0
GRL3110,2010-01-12,20,0,5,0
GRM1511,2010-01-12,2,0,1,0
GRM3793,2010-01-12,32,0,8,0
GRP0277,2010-01-12,18,0,6,0
GRP1402,2010-01-12,17,0,7,0
GRY1398,2010-01-12,12,10,2,3
GSA2720,2010-01-12,17,0,4,0
GSA3815,2010-01-12,5,2,2,0
GSB0666,2010-01-12,22,4,4,1
GSC0192,2010-01-12,5,8,3,5
GSC0530,2010-01-12,14,5,5,1
GSH1593,2010-01-12,28,0,14,0
GSM0930,2010-01-12,7,0,1,0
GSS0841,2010-01-12,0,4,0,1
GST1100,2010-01-12,16,4,7,1
GTC0747,2010-01-12,12,0,7,0
GTG1348,2010-01-12,22,5,5,1
GTH3729,2010-01-12,27,0,14,0
GTL3389,2010-01-12,2,6,1,0
GUC0473,2010-01-12,17,0,8,0
GUC3945,2010-01-12,3,0,1,0
GVC0049,2010-01-12,13,7,5,3
GVC1358,2010-01-12,18,0,6,0
GWC0137,2010-01-12,23,6,7,2
GWM1366,2010-01-12,7,9,2,5
GWM3260,2010-01-12,2,0,1,0
GWW3788,2010-01-12,16,18,7,6
GYH3476,2010-01-12,8,33,1,9
GYM1926,2010-01-12,20,0,8,0
GYO2169,2010-01-12,2,0,1,0
GYS2461,2010-01-12,13,9,2,2
GZM3990,2010-01-12,2,0,1,0
HAC1300,2010-01-12,14,0,2,0
HAF0394,2010-01-12,8,4,2,0
HAF1891,2010-01-12,13,0,7,0
HAG3196,2010-01-12,17,0,5,0
HAH3895,2010-01-12,11,6,8,1
HAL1200,2010-01-12,14,0,2,0
HAM2252,2010-01-12,3,0,1,0
HAP3000,2010-01-12,13,0,5,0
HAP3738,2010-01-12,37,0,11,0
HAR1101,2010-01-12,15,0,7,0
HAR3571,2010-01-12,13,15,1,4
HAR3632,2010-01-12,4,0,1,0
HBB1759,2010-01-12,18,3,6,2
HBC0081,2010-01-12,12,8,5,1
HBC0999,2010-01-12,27,0,8,0
HBC1540,2010-01-12,2,0,0,0
HBC3497,2010-01-12,26,0,5,0
HBD1371,2010-01-12,7,10,1,2
HBH2368,2010-01-12,6,3,1,1
HBM0676,2010-01-12,15,0,9,0
HBM2126,2010-01-12,26,0,4,0
HBS0255,2010-01-12,15,7,5,2
HBS2551,2010-01-12,11,0,2,0
HCB1383,2010-01-12,18,4,1,1
HCB1643,2010-01-12,2,6,1,1
HCF2857,2010-01-12,2,0,1,0
HCH3685,2010-01-12,5,0,1,0
HCM2945,2010-01-12,26,0,14,0
HCO3108,2010-01-12,20,0,3,0
HCR1322,2010-01-12,18,0,6,0
HCR3675,2010-01-12,2,0,1,0
HCS2231,2010-01-12,2,0,1,0
HCS2401,2010-01-12,28,4,8,1
HDB1666,2010-01-12,25,16,8,5
HDC0789,2010-01-12,9,12,3,4
HDC2132,2010-01-12,15,3,8,0
HDG2848,2010-01-12,0,4,0,1
HDH3751,2010-01-12,0,10,0,2
HDK0634,2010-01-12,6,0,1,0
HDL2297,2010-01-12,8,6,0,1
HDN1139,2010-01-12,17,0,6,0
HDN2609,2010-01-12,5,12,0,4
HDP1890,2010-01-12,7,0,3,0
HDT0242,2010-01-12,0,21,0,7
HEB3754,2010-01-12,12,0,2,0
HES2103,2010-01-12,11,0,9,0
HET0359,2010-01-12,4,8,2,2
HEW2164,2010-01-12,4,0,0,0
HFF2540,2010-01-12,2,3,1,2
HGD1664,2010-01-12,9,29,3,8
HGH0727,2010-01-12,12,0,3,0
HGJ2592,2010-01-12,16,0,4,0
HGR0198,2010-01-12,13,0,8,0
HHD2393,2010-01-12,28,8,12,3
HHF1995,2010-01-12,10,13,1,3
HHG1038,2010-01-12,22,2,5,0
HHK0652,2010-01-12,4,14,3,4
HHL2311,2010-01-12,11,0,2,0
HHM0869,2010-01-12,2,0,1,0
HHS3357,2010-01-12,40,4,6,1
HHW2471,2010-01-12,22,4,6,1
HIA2415,2010-01-12,15,15,5,7
HID1899,2010-01-12,11,7,4,2
HIF0482,2010-01-12,7,0,3,0
HIP0148,2010-01-12,25,0,12,0
HIS1706,2010-01-12,24,3,5,1
HJA0779,2010-01-12,8,11,2,2
HJB0220,2010-01-12,10,13,2,5
HJB0286,2010-01-12,17,0,6,0
HJD3439,2010-01-12,34,0,11,0
HJG2157,2010-01-12,5,0,1,0
HJG3868,2010-01-12,9,9,3,3
HJH2588,2010-01-12,14,5,4,0
HJH2977,2010-01-12,10,0,3,0
HJR1160,2010-01-12,8,9,4,2
HJR2127,2010-01-12,16,0,8,0
HJR3540,2010-01-12,12,0,7,0
HJV1586,2010-01-12,35,0,13,0
HJW2646,2010-01-12,21,4,5,1
HKA0686,2010-01-12,19,0,6,0
HKD1826,2010-01-12,18,0,8,0
HKH0204,2010-01-12,8,0,2,0
HKK2716,2010-01-12,6,9,2,1
HKM3016,2010-01-12,22,0,6,0
HKR2901,2010-01-12,31,0,5,0
HKT1778,2010-01-12,0,14,0,8
HKW2615,2010-01-12,16,0,5,0
HLC0943,2010-01-12,7,0,2,0
HLC1172,2010-01-12,6,14,1,7
HLD1109,2010-01-12,7,10,1,5
HLD1270,2010-01-12,18,3,5,0
HLM1007,2010-01-12,39,0,11,0
HLM1564,2010-01-12,0,2,0,1
HLO2756,2010-01-12,0,17,0,8
HLS2098,2010-01-12,15,2,7,0
HLS2733,2010-01-12,18,0,7,0
HLZ2414,2010-01-12,23,0,8,0
HMA1258,2010-01-12,16,6,6,1
HMB0805,2010-01-12,0,17,0,7
HMC0592,2010-01-12,12,4,3,0
HMG0642,2010-01-12,19,0,7,0
HMM2628,2010-01-12,22,0,5,0
HMM2768,2010-01-12,4,0,0,0
HMM2841,2010-01-12,0,5,0,1
HMP3391,2010-01-12,10,0,3,0
HMR0098,2010-01-12,23,0,3,0
HMS2212,2010-01-12,6,0,1,0
HMS3795,2010-01-12,29,0,10,0
HMT1024,2010-01-12,14,0,7,0
HMV2340,2010-01-12,8,0,1,0
HMY0235,2010-01-12,21,0,6,0
HNB2571,2010-01-12,13,11,3,3
HNB3661,2010-01-12,6,0,1,0
HNC0074,2010-01-12,20,0,9,0
HNG1909,2010-01-12,2,20,0,7
HNM3405,2010-01-12,4,10,1,1
HNV3655,2010-01-12,3,0,0,0
HOE0301,2010-01-12,3,0,0,0
HOJ2172,2010-01-12,0,5,0,1
HPR2023,2010-01-12,17,2,4,1
HQB0118,2010-01-12,29,0,5,0
HQB3494,2010-01-12,24,0,7,0
HQF1912,2010-01-12,0,20,0,4
HRF2044,2010-01-12,16,7,6,3
HRK2972,2010-01-12,8,0,2,0
HRL2565,2010-01-12,13,2,7,1
HSA2065,2010-01-12,17,8,7,1
HSF1454,2010-01-12,19,6,6,1
HSH0292,2010-01-12,6,19,1,5
HSH3606,2010-01-12,0,10,0,3
HSK0639,2010-01-12,19,0,6,0
HSP1675,2010-01-12,13,0,3,0
HSS3959,2010-01-12,0,2,0,0
HTC1750,2010-01-12,26,0,9,0
HTR1551,2010-01-12,5,0,1,0
HUC1396,2010-01-12,9,14,4,3
HUM0431,2010-01-12,25,0,7,0
HUM2481,2010-01-12,25,0,3,0
HVR0633,2010-01-12,19,0,5,0
HVS1143,2010-01-12,12,0,9,0
HWC3907,2010-01-12,0,23,0,7
HWP0364,2010-01-12,12,0,3,0
HWS2915,2010-01-12,11,0,3,0
HWV1621,2010-01-12,7,5,2,1
HYF1048,2010-01-12,13,5,9,1
HYK3300,2010-01-12,0,2,0,0
HYP1591,2010-01-12,34,0,11,0
HYV1658,2010-01-12,18,15,5,4
HZA3839,2010-01-12,6,2,1,1
HZD0429,2010-01-12,6,21,2,8
HZH0297,2010-01-12,2,5,1,1
HZM3056,2010-01-12,16,4,2,1
IAA3012,2010-01-12,5,5,1,1
IAB3386,2010-01-12,8,0,3,0
IAC3581,2010-01-12,11,3,5,2
IAG2742,2010-01-12,15,9,4,1
IAM3078,2010-01-12,2,6,0,3
IAR1895,2010-01-12,19,4,3,1
IAR3996,2010-01-12,2,0,1,0
IAS0857,2010-01-12,5,0,1,0
IBC0377,2010-01-12,0,26,0,13
IBM1700,2010-01-12,8,4,2,1
IBM1752,2010-01-12,22,9,5,2
IBP1616,2010-01-12,9,4,1,1
IBP2990,2010-01-12,8,0,1,0
IBV1578,2010-01-12,0,2,0,0
IBW1779,2010-01-12,9,5,7,2
ICB3167,2010-01-12,19,4,5,1
ICF2294,2010-01-12,8,0,1,0
ICH1478,2010-01-12,17,2,6,0
ICH2378,2010-01-12,37,0,15,0
ICL0565,2010-01-12,18,0,9,0
ICP3710,2010-01-12,2,0,1,0
IDB1059,2010-01-12,16,0,8,0
IDC2568,2010-01-12,7,13,2,3
IDF0189,2010-01-12,15,0,6,0
IDH2939,2010-01-12,30,0,13,0
IDL2014,2010-01-12,13,3,4,0
IDW1211,2010-01-12,14,6,1,0
IEG2687,2010-01-12,12,6,1,1
IEG3509,2010-01-12,5,12,1,3
IFC0958,2010-01-12,22,0,15,0
IFS0793,2010-01-12,4,11,4,4
IGB1902,2010-01-12,16,0,6,0
IGP1784,2010-01-12,10,8,5,1
IGP2254,2010-01-12,24,0,13,0
IHB0288,2010-01-12,15,5,3,0
IHD1978,2010-01-12,12,0,9,0
IHH2590,2010-01-12,19,0,3,0
IHH2831,2010-01-12,6,0,1,0
IHS0816,2010-01-12,12,6,7,2
IHW2112,2010-01-12,15,9,3,1
IIB2553,2010-01-12,14,0,8,0
IIF2584,2010-01-12,0,17,0,8
IIG0772,2010-01-12,20,0,6,0
IIM1947,2010-01-12,13,0,4,0
IIW0036,2010-01-12,5,26,1,11
IIW0361,2010-01-12,19,0,8,0
IIW0399,2010-01-12,24,2,6,1
IIW1595,2010-01-12,33,9,10,2
IJC1553,2010-01-12,2,0,1,0
IJC2459,2010-01-12,10,0,8,0
IJC3881,2010-01-12,19,6,7,2
IJM3356,2010-01-12,19,11,6,3
IJS1090,2010-01-12,7,11,1,2
IKA2925,2010-01-12,0,9,0,3
IKC1205,2010-01-12,5,17,0,7
IKG3154,2010-01-12,9,7,0,1
IKH3472,2010-01-12,25,0,9,0
IKK3333,2010-01-12,0,2,0,1
IKM1808,2010-01-12,8,17,3,3
IKP1047,2010-01-12,19,11,5,2
IKT0917,2010-01-12,32,0,11,0
ILH0248,2010-01-12,30,10,7,1
ILH2989,2010-01-12,0,12,0,2
ILK3668,2010-01-12,6,0,1,0
ILS0713,2010-01-12,2,14,1,5
ILY3152,2010-01-12,21,0,4,0
IMC3296,2010-01-12,6,0,1,0
IMH0562,2010-01-12,15,6,3,1
IMH2964,2010-01-12,9,0,2,0
IMM2118,2010-01-12,16,0,7,0
IMM3253,2010-01-12,2,0,0,0
IMN1730,2010-01-12,39,0,9,0
IMP0960,2010-01-12,34,0,8,0
IMR3660,2010-01-12,6,0,0,0
IMS0862,2010-01-12,6,0,1,0
IMS2191,2010-01-12,2,0,1,0
INB3109,2010-01-12,9,9,5,0
ING2221,2010-01-12,2,0,1,0
INH1250,2010-01-12,21,0,3,0
INJ3876,2010-01-12,17,0,8,0
INL3041,2010-01-12,18,5,7,0
INR0927,2010-01-12,0,11,0,2
INS3200,2010-01-12,18,0,8,0
IOF3298,2010-01-12,0,2,0,1
IOM0542,2010-01-12,19,0,8,0
IOP1859,2010-01-12,17,11,2,1
IOR0152,2010-01-12,7,4,2,0
IPB1935,2010-01-12,14,0,7,0
IPK2575,2010-01-12,7,20,2,5
IPS0385,2010-01-12,10,22,3,10
IQO1690,2010-01-12,5,7,1,2
IQR2187,2010-01-12,3,0,1,0
IRB2456,2010-01-12,16,5,8,1
IRC3952,2010-01-12,0,3,0,1
IRO0822,2010-01-12,5,8,0,8
IRP2018,2010-01-12,7,5,1,1
IRP3916,2010-01-12,0,4,0,1
IRS1337,2010-01-12,16,0,6,0
IRT2811,2010-01-12,2,0,1,0
IRW2130,2010-01-12,17,0,9,0
ISB0256,2010-01-12,12,0,9,0
ISG2025,2010-01-12,13,0,3,0
ISH0051,2010-01-12,5,12,3,2
ISH0079,2010-01-12,4,20,0,6
ISJ1479,2010-01-12,8,0,1,0
ISM0130,2010-01-12,35,0,14,0
ISM2612,2010-01-12,13,7,5,2
ISR0021,2010-01-12,14,11,4,3
ISR1364,2010-01-12,11,0,6,0
ISR1477,2010-01-12,22,0,4,0
ISS0949,2010-01-12,21,13,8,5
ITK2781,2010-01-12,0,2,0,1
ITM0906,2010-01-12,2,0,1,0
IUT3421,2010-01-12,28,0,7,0
IWB3257,2010-01-12,2,0,1,0
IWG0058,2010-01-12,20,0,9,0
IWR3469,2010-01-12,0,8,0,3
IWW0699,2010-01-12,5,18,2,7
IWW3319,2010-01-12,6,0,1,0
IYM3865,2010-01-12,13,2,4,1
JAA0897,2010-01-12,2,0,1,0
JAB2131,2010-01-12,2,12,0,2
JAB3656,2010-01-12,3,0,1,0
JAC2001,2010-01-12,13,0,4,0
JAD3672,2010-01-12,4,0,0,0
JAF0209,2010-01-12,36,0,11,0
JAM1676,2010-01-12,0,9,0,2
JAM2248,2010-01-12,0,2,0,0
JAO3463,2010-01-12,6,5,1,1
JAS0353,2010-01-12,11,0,8,0
JAS1907,2010-01-12,3,16,0,4
JAW0551,2010-01-12,19,0,4,0
