User,numAttachmentDay,numAttachmentNight,numSendDay,numSendNight,numRecievedDay,numRecievedNight,numEmailSentwithAttachDay,numEmailSentwithAttachNight,numEmailRecievedwithAttachDay,numEmailRecievedwithAttachNight,numdistinctRecipientsDay,numdistinctRecipientsNight,numinternalRecipientsDay,numinternalRecipientsNight
JPF1296,875,216,907,171,1745,303,224,42,256,63,839,224,495,121
JPH1129,1219,150,1011,152,1957,277,118,19,498,58,878,191,548,104
JPJ0227,1315,236,1419,252,2704,453,131,36,581,96,1164,322,704,176
JPS2432,783,146,1139,181,2155,337,0,0,431,75,1102,242,669,129
JQS2908,454,116,295,54,582,112,94,16,152,37,477,143,259,80
JRA0522,888,132,918,153,1787,261,96,17,386,56,1135,280,734,194
JRB0025,985,22,1305,33,2439,73,159,3,384,15,1204,98,784,58
JRB1080,1442,393,878,241,1583,432,403,109,388,108,984,342,606,204
JRB2741,1485,624,754,341,1398,610,317,140,411,168,756,391,479,238
JRF3424,1581,268,1528,255,2891,522,0,0,827,144,1248,310,732,184
JRJ0919,2475,522,1422,279,2581,564,601,139,833,170,902,295,537,169
JRK2707,1335,177,996,114,1835,195,235,29,441,53,857,145,520,71
JRL2365,453,171,288,80,511,162,85,19,153,51,477,183,297,104
JRM0871,118,9,85,13,158,26,0,0,51,7,236,67,138,42
JRM1303,851,132,950,143,1766,275,115,15,319,52,879,166,506,109
JRM2358,509,164,269,104,492,186,79,27,138,48,345,168,204,93
JRP0250,2252,738,1610,519,3043,1039,352,114,782,288,1627,761,966,475
JRR0459,1653,564,987,388,1804,642,353,139,463,160,814,414,477,233
JRR0769,880,167,906,155,1716,307,110,14,327,70,1109,320,705,200
JRR0829,928,368,487,195,956,411,223,93,249,105,506,261,310,142
JRR2745,1112,666,705,390,1329,724,230,154,337,201,710,442,412,280
JRR3014,1544,592,825,288,1503,517,365,130,479,184,664,348,370,201
JSB0320,1619,389,1394,327,2542,607,461,101,440,116,1205,373,751,237
JSB0783,1086,525,713,386,1349,684,312,155,229,119,687,398,426,231
JSB1535,268,31,109,11,195,31,87,6,56,10,268,76,178,51
JSB2942,2582,386,1529,234,3012,458,677,97,661,98,1213,265,727,144
JSC3976,79,82,30,23,39,40,27,20,16,19,85,72,52,40
JSG3377,1027,392,1295,545,2378,1004,0,0,539,226,1047,545,621,326
JSH0887,137,37,97,21,190,40,22,6,58,9,294,91,192,57
JSH1070,515,144,489,111,959,204,127,29,163,39,498,137,341,85
JSH1843,1322,487,813,321,1589,546,287,112,416,151,807,331,526,209
JSH3019,1518,1159,739,585,1373,1182,348,262,401,356,532,468,355,298
JSJ2743,1551,694,721,398,1299,699,336,182,371,181,713,454,462,276
JSM3334,212,48,86,29,168,64,43,15,59,17,247,115,168,82
JSM3633,84,46,93,34,157,65,0,0,54,30,244,124,177,83
JSM3931,158,37,106,25,178,34,20,7,65,13,268,85,162,48
JSN0214,703,331,845,385,1625,668,93,40,279,119,751,395,483,266
JSN1905,791,171,931,183,1672,361,0,0,416,77,762,232,475,136
JSO3292,291,100,90,37,155,62,64,27,61,24,208,125,134,75
JSR1085,1308,332,899,184,1720,343,212,48,463,96,971,265,590,155
JSR3988,142,17,101,22,191,37,0,0,61,10,312,86,216,56
JSW0872,305,41,115,17,179,39,74,11,82,17,191,69,114,34
JTC0941,279,85,266,95,530,150,0,0,161,51,415,185,257,110
JTH0719,604,314,747,349,1363,675,0,0,309,158,664,384,378,228
JTJ0597,1012,342,854,271,1632,482,302,96,246,86,801,288,517,174
JTJ3700,142,19,110,11,212,32,23,3,58,11,217,71,129,42
JTM0878,117,35,96,18,198,38,0,0,68,15,232,62,158,34
JTN2073,1366,246,927,158,1743,308,343,52,457,92,631,163,385,82
JTR3205,486,232,687,387,1310,715,0,0,272,145,629,385,374,239
JTS2090,960,192,924,189,1669,342,110,22,386,87,848,234,525,144
JTV1040,1526,550,1228,447,2344,808,285,82,475,176,915,390,602,245
JTV2654,1051,212,905,172,1722,328,217,38,334,65,817,253,471,133
JUG0498,30,18,76,22,123,49,0,0,13,6,109,66,57,35
JUH3378,1630,555,1344,452,2518,896,310,94,521,201,1055,471,614,293
JUL1835,1216,394,832,267,1575,475,386,124,310,104,774,316,422,174
JUM0102,744,125,952,144,1784,256,0,0,404,62,1174,277,724,177
JVB3184,855,173,468,114,889,187,220,47,200,44,508,162,325,100
JVC2443,337,67,398,108,769,166,45,9,135,23,431,136,280,74
JVS2308,333,88,307,49,557,129,42,7,114,31,397,148,245,80
JVZ3437,2777,506,1554,269,2875,518,683,118,751,150,1215,295,726,161
JWB1519,219,64,93,23,188,44,61,14,52,13,260,96,143,57
JWM0484,657,235,274,124,499,208,152,68,179,62,363,174,226,103
JWW2765,251,79,261,98,489,187,0,0,126,43,405,155,224,82
JXP3801,293,105,262,90,495,199,43,12,112,48,386,232,246,132
JYB0262,923,267,1014,333,1902,605,126,41,330,115,756,279,474,146
JYM3047,1308,489,979,383,1802,659,208,91,510,177,854,391,518,235
JYW1965,938,496,763,345,1342,672,157,81,366,183,654,380,398,219
JZE2902,1389,505,786,307,1588,590,289,106,457,169,548,274,333,158
JZM1335,871,106,883,186,1742,300,0,0,480,63,920,288,546,156
JZM1351,611,138,930,187,1649,365,0,0,317,76,773,208,460,109
KAA2150,718,172,853,236,1621,382,105,29,240,66,789,296,480,174
KAA2259,1703,561,1387,436,2609,797,300,89,669,200,1131,403,689,244
KAB1420,1183,402,830,272,1493,514,190,65,385,142,746,312,440,180
KAC0579,1020,337,784,289,1522,553,87,39,450,156,878,418,517,256
KAC1774,1523,217,1039,187,1913,323,358,68,458,59,1058,259,662,145
KAC2449,1023,211,873,205,1681,364,105,16,457,108,745,210,455,125
KAD0884,345,59,93,14,194,38,77,12,75,14,227,70,136,46
KAG0689,1314,747,857,484,1616,866,319,163,386,221,844,538,531,334
KAG2599,1244,363,844,238,1596,454,303,85,354,100,784,278,459,167
KAH1820,1378,438,826,270,1516,542,387,119,336,126,1041,479,660,284
KAH2398,319,103,270,86,509,174,0,0,162,52,482,236,289,128
KAH2460,1010,237,883,197,1651,389,203,43,356,79,1014,364,647,225
KAH3247,1404,658,685,377,1379,689,332,173,421,195,579,377,334,222
KAL1210,1147,391,808,254,1533,532,278,84,338,126,661,326,419,212
KAM0005,2718,961,2516,796,4614,1444,493,155,1053,358,1675,741,1023,475
KAP0844,108,33,88,37,162,62,0,0,46,23,206,124,141,93
KAP2430,849,131,1111,226,2124,361,0,0,438,79,926,244,586,159
KAS2029,1681,724,1098,537,2064,954,370,177,499,221,811,466,451,258
KAV2926,591,110,293,55,570,108,130,20,148,39,482,161,281,91
KAW3589,635,326,748,355,1358,688,0,0,323,171,693,383,450,224
KBA1020,234,146,227,139,408,276,0,0,137,80,521,372,312,240
KBB0460,1647,562,992,351,1888,589,335,119,515,147,722,367,388,195
KBB0890,314,51,107,14,189,40,90,12,62,17,287,93,160,65
KBC0578,375,132,280,91,522,153,74,24,113,42,399,140,199,69
KBC1485,100,31,36,7,63,11,29,6,29,8,99,30,57,18
KBF2661,690,161,940,170,1721,283,0,0,349,75,881,226,545,128
KBG1117,1204,1374,709,745,1328,1450,240,288,413,470,700,762,436,459
KBG2061,855,315,850,266,1541,491,296,92,175,64,842,380,560,254
KBH3913,258,53,89,24,195,41,74,21,69,12,254,78,157,49
KBK3593,1579,261,971,152,1733,289,465,66,393,72,876,208,531,122
KBM3460,453,104,313,66,568,107,128,33,131,25,409,145,248,80
KBM3734,1832,959,1183,628,2192,1220,399,193,530,290,812,492,473,283
KBO2485,1246,122,959,94,1876,156,216,24,448,33,866,136,527,73
KBO2708,880,90,1008,88,1835,193,0,0,484,50,900,134,551,76
KBP0384,2280,993,1537,703,2814,1225,490,243,766,300,956,507,592,322
KBP0899,255,75,102,37,182,48,69,26,72,18,220,103,143,71
KBP2753,1121,602,732,371,1302,754,165,92,388,214,666,399,424,233
KBV1602,1592,345,1508,326,2790,626,165,46,604,137,1227,381,742,228
KBW1629,347,110,307,72,545,116,75,23,109,29,450,150,265,83
KCB1975,1472,715,724,359,1376,689,340,170,390,181,688,406,412,207
KCC2434,1339,250,1104,216,2113,421,260,42,429,80,1079,299,678,177
KCC3658,135,68,81,41,162,66,18,9,65,27,227,126,152,88
KCD0181,713,151,944,146,1731,307,0,0,388,82,842,193,531,109
KCF0450,2529,996,1202,483,2321,835,537,215,747,257,739,358,486,221
KCG0979,673,111,323,53,560,91,153,30,190,27,386,114,215,54
KCH2475,927,292,1018,267,1796,594,94,27,368,120,657,287,417,184
KCH3095,1442,495,833,282,1489,516,295,92,411,149,758,317,475,187
KCH3224,1083,571,727,374,1302,729,172,74,365,207,715,431,458,254
KCL2310,600,219,292,119,537,238,147,64,193,75,346,235,210,139
KCM0806,1086,226,893,248,1573,421,104,23,468,116,781,252,493,142
KCM1858,1412,336,868,210,1649,410,324,77,407,106,771,250,519,167
KCM1893,753,145,934,173,1659,357,0,0,338,71,878,254,564,143
KCM2495,518,267,705,377,1350,685,0,0,274,135,675,394,414,248
KCM3235,1008,540,709,386,1293,736,307,181,253,145,696,459,439,261
KCO0269,793,306,828,279,1531,473,0,0,409,148,719,288,475,185
KCO0287,716,338,933,422,1686,804,0,0,404,201,749,402,473,245
KCO1253,783,323,872,299,1634,585,88,39,328,128,962,415,551,260
KCR0468,1506,319,879,184,1632,403,415,88,463,117,590,208,347,123
KCR0577,1285,458,811,280,1501,551,291,106,378,128,755,333,445,185
KCR2291,349,208,290,183,569,344,43,27,133,72,334,262,196,149
KCS0605,600,116,307,59,569,108,156,30,133,24,475,140,287,79
KCS3465,479,55,306,43,595,89,73,17,160,19,527,134,295,75
KCT3965,280,140,81,46,153,70,68,34,67,23,232,116,152,58
KCW2117,1489,647,906,383,1658,726,354,122,422,192,643,330,395,206
KCW3064,1484,535,846,252,1517,464,348,113,408,129,594,248,359,133
KDA1452,547,67,914,135,1789,298,0,0,289,44,943,211,571,128
KDB0266,917,294,820,234,1596,474,170,57,279,83,776,277,470,177
KDC0444,1542,1131,864,550,1499,1030,281,177,454,317,685,438,434,276
KDC1487,123,32,102,24,186,38,0,0,64,16,272,82,180,45
KDC2976,367,73,326,41,579,87,44,9,150,24,506,117,312,66
KDF0876,297,62,100,22,188,34,75,16,76,15,189,78,120,46
KDH1284,1478,284,1010,185,1956,350,344,72,518,95,702,167,401,82
KDM2836,96,50,94,21,177,54,0,0,55,25,265,103,180,72
KDM3923,323,108,94,22,186,46,70,18,92,29,201,75,111,44
KDN0264,563,235,785,296,1518,522,0,0,271,119,785,319,485,204
KDN1740,1368,259,854,208,1663,365,98,28,532,108,748,228,511,142
KDR3234,718,372,747,353,1398,614,95,42,302,155,711,415,435,237
KDT1190,1087,80,985,87,1893,157,242,20,311,19,1058,188,663,112
KDT3290,93,79,81,45,146,76,10,10,41,23,176,122,103,76
KDT3773,2501,1679,1395,812,2469,1532,602,348,710,484,874,561,547,345
KDW2929,432,75,295,52,591,116,45,7,165,34,535,179,301,114
KEC0785,789,446,692,385,1364,721,173,81,250,150,678,394,380,221
KEC2465,1785,360,910,189,1684,327,412,85,505,96,813,273,508,158
KED1219,221,74,146,59,254,131,39,15,57,21,231,146,136,83
KEF0629,391,299,416,317,816,622,49,37,132,101,402,309,281,182
KEF1057,1504,327,1104,241,2030,447,366,80,387,85,1097,317,661,173
KEH0665,959,164,943,171,1692,331,108,14,358,66,872,211,503,118
KEM0113,1031,244,1105,275,1964,504,0,0,514,132,895,268,545,162
KEM1208,316,139,314,129,570,213,32,15,118,59,364,164,244,100
KEM2934,1516,230,1569,242,2880,507,176,24,648,94,1168,280,711,159
KEO0131,2445,489,1833,390,3413,650,580,121,817,158,1185,419,758,231
KEW1179,778,472,723,365,1339,692,170,80,248,138,678,340,392,193
KEW2795,211,66,100,27,156,62,53,11,53,24,243,116,149,75
KFB2257,270,39,186,35,377,66,34,5,102,13,249,92,142,49
KFG2735,1199,696,731,396,1265,719,248,148,341,207,714,456,452,255
KGB0500,394,145,833,292,1545,490,0,0,205,73,744,295,446,193
KGD2603,830,295,794,276,1513,531,103,24,337,122,759,343,483,221
KGD3278,73,49,90,39,132,91,0,0,44,29,220,152,120,99
KGF2552,1263,663,749,347,1367,677,340,164,288,157,687,379,408,224
KGN0619,1567,247,943,155,1710,325,424,67,381,73,1005,309,589,182
KGR2815,127,64,100,30,155,66,20,9,42,24,249,138,168,84
KGS3466,291,65,284,62,582,104,0,0,152,24,505,191,287,102
KHC2129,1256,279,861,212,1644,402,398,94,329,87,859,253,555,142
KHC3350,98,35,79,34,178,56,0,0,56,20,255,103,173,66
KHP1043,1332,343,1291,428,2414,723,143,46,554,144,1015,389,672,257
KHW2052,879,279,787,287,1557,498,173,52,274,88,839,378,525,248
KIC1000,1442,424,1228,415,2420,762,291,87,456,142,1348,552,806,335
KIC2314,2510,901,1334,478,2451,936,548,199,640,257,877,458,502,247
KIG1594,1376,289,1640,320,2991,595,187,31,495,104,908,295,505,174
KJB0354,2204,449,1107,258,1986,479,504,114,661,140,809,322,495,197
KJB3654,248,97,88,35,141,85,76,26,60,30,209,129,116,82
KJC1419,1655,544,845,276,1543,470,376,115,469,163,628,248,387,146
KJC3748,584,159,253,102,506,179,146,57,132,36,419,196,229,116
KJD3392,636,144,290,81,503,170,172,33,147,44,503,174,299,92
KJH0588,1293,505,790,309,1501,557,342,143,349,119,789,379,474,231
KJP1326,498,79,454,89,864,133,55,13,194,31,544,142,319,74
KJR1377,1587,407,851,232,1614,448,389,111,462,130,875,287,524,170
KJR3538,790,295,821,260,1509,497,0,0,384,142,788,331,464,183
KJS0119,659,320,751,361,1346,669,83,33,265,136,625,365,358,209
KJS1940,1470,1048,955,667,1805,1215,313,223,460,324,882,569,554,376
KKB1088,1797,405,988,201,1739,416,339,68,536,132,870,302,499,180
KKB2094,886,173,923,184,1645,360,0,0,429,82,849,246,522,138
KKC2119,731,158,870,208,1627,391,0,0,398,90,847,259,558,166
KKD1980,1080,98,1002,73,1903,163,103,7,437,48,914,131,565,76
KKH2324,1474,457,1370,458,2558,798,135,49,631,194,1060,436,630,248
KKL1310,1812,358,904,169,1728,317,418,78,457,84,855,237,493,133
KKM0309,149,25,108,17,192,31,29,2,48,9,296,66,195,42
KKM0624,982,590,705,388,1352,681,248,127,291,163,777,512,433,278
KKP2284,401,69,289,56,563,122,41,5,152,32,541,160,338,86
KKS3790,1828,598,1352,429,2599,822,424,137,502,177,1050,434,607,220
KLC3364,1104,383,1302,515,2435,925,0,0,549,178,1035,527,624,302
KLD2255,966,362,787,339,1568,615,82,35,429,159,757,342,476,215
KLG0439,710,196,929,189,1703,334,0,0,381,97,724,230,444,135
KLH0276,1126,435,766,345,1393,594,193,83,375,143,723,426,443,243
KLL3118,1344,280,894,191,1670,361,406,85,318,69,849,224,541,129
KLM0714,887,455,768,337,1412,644,177,83,288,118,672,346,411,190
KLM1357,1123,269,911,184,1682,324,307,68,295,59,843,226,497,132
KLM2448,1509,329,908,192,1683,373,423,86,444,93,821,232,505,145
KLP0249,2710,770,1688,529,3088,972,555,164,789,220,1516,664,954,411
KLP3864,999,218,896,226,1626,422,124,26,380,89,761,241,459,142
KLZ0507,781,273,789,296,1467,553,196,67,197,54,743,302,505,170
KMB1379,937,196,873,207,1641,378,97,20,395,98,618,217,379,124
KMB1761,962,156,1194,143,2181,319,0,0,540,80,1085,254,706,149
KMB3003,1631,327,1806,313,3431,611,208,33,648,136,1626,481,983,278
KMB3781,1790,611,1319,440,2620,791,420,136,495,177,1141,448,686,254
KMC2028,1062,115,945,130,1829,223,0,0,542,63,820,168,459,102
KMD3062,716,123,692,192,1357,304,0,0,357,71,742,196,441,110
KMR0373,693,165,922,185,1696,314,118,27,239,58,555,180,328,96
KMR0682,621,713,678,734,1264,1461,73,82,228,283,512,551,327,352
KMR2232,210,67,101,24,173,45,43,15,64,17,191,90,113,56
KMS0568,218,108,149,79,301,125,16,11,94,44,223,123,126,78
KMS0954,1172,100,1670,105,3175,226,0,0,667,54,1261,177,783,104
KMS1530,229,56,100,23,175,48,84,13,41,13,256,108,150,72
KMW0259,821,380,739,375,1395,642,168,81,281,109,732,343,449,235
KMW1008,1095,156,1487,235,2742,448,175,25,429,74,1007,288,567,158
KNA1279,1224,231,916,163,1682,339,219,34,421,79,828,234,521,138
KNB0560,808,241,871,225,1580,464,0,0,420,121,730,262,508,168
KNC3843,923,255,835,282,1528,500,105,30,361,104,754,311,479,183
KND0529,1612,276,972,160,1735,305,449,78,378,62,1091,332,692,202
KNH0316,1057,657,692,393,1340,707,301,185,260,150,623,351,373,214
KNH1985,739,109,961,115,1834,209,0,0,385,45,863,131,510,72
KNK1428,726,242,795,267,1558,536,87,20,302,122,589,269,380,171
KNL0918,1752,305,1536,277,2864,527,139,33,756,135,1193,330,712,186
KNM0423,173,41,192,37,328,92,0,0,89,27,335,136,189,76
KNM1154,1035,857,879,726,1609,1392,81,79,414,316,665,584,407,340
KNM1318,1000,168,908,160,1748,321,99,22,433,67,855,238,516,147
KNM1674,469,213,240,128,445,229,139,62,111,52,454,269,261,138
KNR3837,374,74,305,59,565,115,50,4,151,35,642,209,399,120
KNS0539,1465,114,1003,85,1894,163,113,13,625,58,913,130,571,79
KNS2828,194,61,93,29,175,54,40,19,56,17,214,102,153,66
KNS3380,1020,391,1265,552,2440,999,0,0,533,220,1042,505,642,278
KNW1321,1119,192,946,142,1746,282,126,19,455,77,901,234,517,130
KOB2624,795,126,897,156,1754,309,0,0,365,61,876,229,545,131
KOE0908,2478,587,1470,315,2805,619,648,145,698,167,1170,320,727,189
KOE1033,1009,292,1291,423,2378,804,0,0,536,169,968,391,657,257
KOM1306,1005,179,943,160,1758,278,0,0,482,87,881,202,536,125
KOP3802,189,49,267,95,513,168,0,0,101,35,424,182,256,109
KOR1163,1178,898,752,517,1371,972,252,190,376,269,539,375,305,216
KOW3756,350,130,271,106,507,161,35,17,138,44,411,197,235,101
KPB1123,1198,1194,694,726,1246,1352,247,243,413,407,681,768,419,454
KPN3783,1589,434,1401,453,2478,856,313,88,501,137,1063,412,654,211
KPO3619,120,30,97,25,181,47,0,0,65,14,234,83,139,55
KPP2253,1811,721,1342,509,2432,925,304,118,639,252,1077,473,615,261
KPS0895,201,31,92,29,174,48,24,4,56,17,242,99,138,61
KPS3882,1893,1490,832,653,1478,1292,407,293,565,435,556,493,346,288
KQD0274,1394,465,841,259,1535,510,381,116,386,135,817,301,525,193
KQW0164,1230,114,1230,118,2294,198,284,30,430,39,886,120,570,67
KRB3120,1037,167,937,184,1750,287,210,40,334,52,880,225,547,130
KRC2935,1358,288,647,139,1302,245,280,57,409,68,491,152,302,84
KRD2100,1393,271,896,196,1700,344,303,71,444,88,683,242,419,148
KRH0589,886,312,815,261,1520,506,101,31,373,120,776,328,502,200
KRH1028,1073,329,878,236,1635,416,89,33,443,122,767,211,457,139
KRL0467,1416,431,997,344,1885,613,227,77,470,146,925,377,583,235
KRM3125,1022,374,749,324,1440,588,190,72,342,142,717,350,439,201
KRN2211,80,45,88,40,152,65,0,0,49,24,220,119,153,78
KSB1599,1438,394,1376,394,2680,729,158,38,561,159,1146,364,706,202
KSD1646,1874,974,1200,594,2306,1125,527,261,414,195,974,522,557,298
KSF0134,759,148,1106,227,2052,433,0,0,369,77,1041,350,633,212
KSH0672,1001,189,948,160,1695,317,108,26,412,77,857,225,520,126
KSJ0840,137,86,93,38,155,64,17,10,60,24,200,118,120,60
KSM1518,340,51,107,16,192,32,85,14,84,11,234,60,145,39
KSM1772,1537,195,1180,149,2184,301,268,35,512,60,1099,238,693,142
KSN3347,69,18,63,24,115,37,0,0,39,10,205,89,136,54
KSO2224,174,123,91,66,191,102,22,17,77,38,276,174,163,97
KSP1288,1000,217,897,185,1751,303,97,21,416,83,803,213,483,118
KSS2068,975,385,763,325,1495,560,179,78,320,111,1020,484,659,302
KST0924,2074,292,1560,255,2881,506,351,47,714,118,1230,330,781,179
KSV2881,1120,275,1477,350,2742,647,0,0,639,157,1251,391,709,212
KSW0206,1540,524,1589,576,3030,1046,143,60,644,209,1067,552,664,324
KSW3237,909,423,703,369,1338,739,184,80,309,159,724,441,455,286
KTC0474,1152,173,934,148,1713,324,223,29,380,56,637,164,377,102
KTD2249,173,33,103,18,183,41,20,2,61,15,256,88,132,64
KTL2843,164,52,101,22,170,57,17,4,70,21,244,101,171,70
KTL3785,1028,303,1370,443,2580,819,0,0,536,152,1168,433,685,246
KTR3308,115,48,89,31,162,68,0,0,54,21,241,143,151,85
KTS3908,266,57,83,16,129,29,68,13,51,9,193,71,119,43
KTW1719,2437,1038,1493,714,2797,1288,494,235,719,302,1136,725,636,407
KTW3547,1010,178,894,205,1674,334,222,41,297,48,819,215,518,120
KUS2137,510,143,286,68,534,163,130,27,123,44,343,169,204,98
KVA2944,1806,314,1641,271,3041,548,194,22,678,136,1274,288,784,170
KVB3830,211,40,275,95,521,159,0,0,101,29,443,212,255,126
KVD2453,1186,305,891,208,1667,368,212,48,456,99,772,229,475,140
KVW0814,1159,364,849,255,1525,482,179,62,394,121,767,320,464,185
KWB1967,879,329,778,339,1455,601,0,0,471,170,712,322,422,185
KWC3812,520,134,267,80,528,147,145,46,97,23,451,186,261,104
KWD2589,641,227,844,255,1527,497,0,0,348,108,768,282,455,178
KWD3977,204,107,77,41,159,75,53,34,48,31,231,134,138,91
KWR1544,165,33,94,25,193,32,21,3,50,7,296,75,178,50
KZG3565,1325,378,867,248,1581,459,293,83,499,132,647,234,358,140
KZK2058,682,247,752,317,1466,589,83,30,285,108,967,504,615,315
KZM2602,895,271,874,248,1546,458,104,30,378,106,808,275,506,154
LAB1297,580,138,896,191,1668,377,0,0,334,80,822,273,517,180
LAC0994,2531,321,1898,275,3575,524,397,55,914,129,1772,403,1082,220
LAE1350,1451,261,894,171,1745,327,411,79,327,58,811,213,494,122
LAF1796,521,214,802,282,1552,478,0,0,295,97,954,402,581,222
LAF2213,109,115,101,79,146,152,13,18,46,48,169,187,95,117
LAH0524,1148,160,931,143,1799,253,223,32,346,52,1122,261,669,150
LAH3026,1844,454,1289,317,2478,591,402,99,586,125,825,274,480,163
LAL1956,739,393,753,360,1359,689,84,32,277,165,687,390,377,218
LAN1329,537,350,304,214,619,395,103,72,182,108,365,255,242,159
LAN2608,1120,378,781,296,1503,566,265,96,335,108,705,358,413,214
LAO2771,827,369,744,310,1375,641,86,34,322,164,741,431,454,256
LAR0625,922,548,678,393,1291,759,224,148,276,162,660,459,411,269
LAS3757,289,135,251,119,467,209,33,13,125,61,420,231,269,154
LAV1050,677,118,729,132,1353,296,182,31,214,33,669,206,414,119
LAW1407,1069,322,822,267,1526,519,224,56,312,108,806,310,465,183
LBB0453,2224,1403,1275,794,2444,1416,425,259,684,428,756,535,430,311
LBC0194,589,341,691,394,1269,801,0,0,299,191,706,456,445,281
LBF1992,812,379,716,372,1382,664,173,81,273,118,754,466,415,255
LBG0407,915,52,1179,64,2178,104,120,6,382,17,765,106,452,59
LBG1670,1632,905,1194,644,2261,1119,507,270,395,205,1036,554,608,341
LBG3911,189,55,101,25,173,54,46,12,68,22,246,107,149,58
LBJ1723,2431,292,1463,187,2758,351,627,83,545,57,1213,254,724,151
LBM0614,544,190,500,159,1013,296,54,20,216,54,527,258,313,136
LBM2142,1581,364,890,218,1641,383,413,101,403,106,891,339,514,188
LBM3284,113,42,82,53,153,66,0,0,45,22,227,122,153,72
LBR1387,1377,303,916,190,1636,365,230,49,498,119,852,256,536,147
LBW3159,1361,319,925,162,1697,355,319,60,407,111,674,215,432,129
LCB2041,936,161,953,144,1758,261,0,0,503,77,791,168,453,100
LCC1108,859,131,892,190,1678,365,0,0,426,76,823,230,519,154
LCC1963,1175,1352,724,753,1359,1507,226,268,396,453,552,587,318,323
LCC2503,824,410,719,361,1399,690,165,85,286,143,725,415,443,249
LCF1216,706,277,807,276,1494,557,93,35,271,88,576,262,367,166
LCG0784,868,352,756,334,1408,609,179,80,270,107,764,366,462,232
LCH1789,853,414,753,356,1382,635,189,77,283,116,712,358,464,234
LCH2740,1117,517,744,343,1385,677,172,70,379,195,733,398,486,250
LCK1403,942,373,770,318,1501,566,182,66,312,130,981,501,614,294
LCM1480,506,130,298,68,553,121,146,43,98,25,408,139,265,73
LCP0344,151,52,98,33,192,69,19,8,58,21,266,127,176,74
LCP0572,695,293,773,327,1411,623,0,0,342,152,748,386,464,214
LCR1537,117,22,96,22,195,33,0,0,54,10,258,79,166,53
LCS3042,1262,511,969,384,1801,674,204,93,452,161,884,391,561,246
LCT2783,29,4,21,8,31,8,0,0,11,3,67,26,42,12
LCW0047,1718,742,977,394,1755,708,427,189,417,182,886,447,502,265
LCW3879,1103,436,744,300,1522,562,175,77,436,174,729,333,454,201
LDB3087,1688,630,783,270,1494,555,377,118,512,203,594,275,383,171
LDB3304,95,81,100,79,157,116,18,12,34,33,196,150,132,91
LDH0574,1310,630,766,338,1362,669,342,141,367,181,712,360,438,216
LDN2514,1693,303,912,187,1718,333,411,95,453,69,922,218,535,124
LDW0620,1530,259,907,157,1774,280,318,61,446,81,761,193,496,115
LDW1472,259,63,182,45,339,79,47,12,82,21,237,95,144,55
LEB1764,2094,266,1150,140,2206,307,513,62,683,96,910,207,531,108
LEC3857,1672,569,1266,429,2330,855,421,130,425,157,966,404,605,217
LED0656,989,176,922,131,1778,287,212,28,290,53,1046,252,689,161
LEM1913,1064,298,933,185,1614,377,230,51,366,98,796,224,504,127
LEP2922,335,70,297,51,581,117,0,0,170,33,504,151,329,86
LER3942,199,25,99,16,200,31,45,8,62,13,295,75,185,43
LFB1624,736,118,298,49,580,108,171,24,187,35,423,157,242,77
LFC2015,724,241,791,281,1540,541,0,0,387,122,889,373,551,223
LFF1887,1216,217,928,172,1760,277,334,68,333,42,940,275,560,159
LFR0075,551,117,285,81,549,136,156,40,145,22,397,153,226,88
LFS0392,443,114,294,78,553,125,79,25,160,28,426,168,245,88
LGF1503,263,72,106,19,181,40,82,15,68,12,215,62,121,36
LGJ2710,808,244,848,270,1537,484,0,0,430,122,816,323,477,191
LGL0649,830,122,920,143,1715,306,0,0,417,70,1081,294,665,176
LGL2772,517,241,255,102,466,224,138,48,133,66,329,204,204,108
LGM1260,932,378,823,272,1502,515,190,62,283,95,927,417,543,244
LGM2170,116,38,95,24,193,35,24,7,51,8,276,73,181,41
LGR1036,1062,263,1278,386,2480,735,0,0,518,144,1012,403,694,252
LGR3119,800,139,894,177,1691,312,106,16,318,57,887,213,501,122
LGS1812,1004,344,810,281,1493,564,196,57,349,105,982,400,613,228
LGS1976,897,380,784,333,1464,595,86,49,401,161,765,359,468,214
LGS3477,621,486,990,663,1955,1239,0,0,351,243,953,686,580,418
LHB3089,1507,502,769,316,1507,538,283,111,477,162,630,344,362,204
LHG3145,981,168,900,140,1791,291,219,42,287,38,868,191,511,106
LHH2148,602,147,872,204,1665,378,0,0,323,68,972,307,578,184
LIC0203,1141,311,793,271,1525,534,272,81,338,104,748,390,446,237
LIC3646,218,87,92,36,142,81,55,12,55,32,237,158,157,99
LIG2813,151,24,101,21,184,45,20,2,52,13,245,96,156,67
LIM1718,2477,1514,1740,1099,3056,2065,581,330,662,455,1242,927,755,567
LIW0379,1350,232,1533,252,2854,451,0,0,730,118,1171,266,702,142
LJC0191,497,498,602,626,1047,1170,76,71,194,211,446,498,290,312
LJC3980,144,28,107,18,188,32,25,6,62,14,254,72,178,40
LJE2413,2152,1210,1324,766,2425,1400,420,263,641,368,807,508,476,303
LJH0866,159,17,108,18,192,23,0,0,69,8,273,76,186,56
LJH2619,1405,275,987,200,1827,462,333,69,505,102,709,234,435,130
LJM3339,42,21,33,20,61,26,5,3,18,8,114,70,74,38
LJR0253,597,119,948,171,1658,324,0,0,331,63,1098,327,682,198
